## FlyBase Gene Snapshot Report
## Generated: Wed Nov 25 22:32:29 2020
## Using datasource: dbi:Pg:dbname=fb_2020_06_reporting;host=flysql20;port=5432...
## Genes that currently do not have a gene snapshot are included in this file and marked with "Contributions welcome." in the gene_snapshot_text column.

##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0051245	CG31245	-	-	Contributions welcome.
FBgn0045468	Gr93d	Gustatory receptor 93d	-	Contributions welcome.
FBgn0025838	CG2652	-	-	Contributions welcome.
FBgn0040949	CG13998	-	-	Contributions welcome.
FBgn0039522	CG13972	-	-	Contributions welcome.
FBgn0024997	CG2681	-	-	Contributions welcome.
FBgn0046873	Pif2	PFTAIRE-interacting factor 2	-	Contributions welcome.
FBgn0038892	CG15498	-	-	Contributions welcome.
FBgn0030449	Fer3HCH	Ferritin 3 heavy chain homologue	20190912	Ferritin 3 heavy chain homologue (Fer3HCH) encodes a iron storage protein involved in iron homeostasis.
FBgn0031108	CG15459	-	-	Contributions welcome.
FBgn0010303	hep	hemipterous	20190307	hemipterous (hep) encodes a serine/threonine protein kinase involved in the Jun-N-terminal kinase pathway by phosphorylating the product of bsk.
FBgn0031673	CG31650	-	-	Contributions welcome.
FBgn0035970	CG4483	-	-	Contributions welcome.
FBgn0030766	mthl1	methuselah-like 1	20190314	methuselah-like 1 (mthl1) encodes a G protein coupled receptor (GPCR) in the Methuselah clade of GPCRs. It interacts with the secreted morphogen encoded by fog to specify patterns of epithelial tissue folding during gastrulation and wing imaginal disc folding. Upon binding to the product of fog, the product of mthl1 activates apical constriction through the Concertina-RhoGEF2-Rho pathway.
FBgn0053202	dpr11	defective proboscis extension response 11	20190801	defective proboscis extension response 11 (dpr11) encodes a protein involved in axon guidance and regulation of neuromuscular junction development.
FBgn0032015	Ostgamma	Oligosaccharide transferase gamma subunit	20190919	Oligosaccharide transferase gamma subunit (Ostgamma) encodes a subunit of the oligosaccharyltransferase complex involved in cell migration and cellular encapsulation response.
FBgn0051613	His3:CG31613	His3:CG31613	-	Contributions welcome.
FBgn0039473	CG17191	-	-	Contributions welcome.
FBgn0035312	CG15820	-	-	Contributions welcome.
FBgn0038859	Obp93a	Odorant-binding protein 93a	-	Contributions welcome.
FBgn0051867	CG31867	-	-	Contributions welcome.
FBgn0031299	CG4629	-	-	Contributions welcome.
FBgn0086856	CG11555	-	-	Contributions welcome.
FBgn0031283	CG15880	-	-	Contributions welcome.
FBgn0013263	Trl	Trithorax-like	20190314	Trithorax-like (Trl) encodes a GAGA transcription factor involved in chromatin modification. It contributes to cell division, dosage compensation and gametogenesis.
FBgn0028884	CG4892	-	-	Contributions welcome.
FBgn0051016	CG31016	-	-	Contributions welcome.
FBgn0033862	CG6209	-	-	Contributions welcome.
FBgn0030631	Prp5	pre-mRNA processing factor 5	-	Contributions welcome.
FBgn0033874	CG6347	-	-	Contributions welcome.
FBgn0032869	CG17470	-	-	Contributions welcome.
FBgn0028992	sds22	sds22	-	Contributions welcome.
FBgn0038318	CG6236	-	-	Contributions welcome.
FBgn0024184	unc-4	unc-4	20190321	unc-4 (unc-4) encodes a homeodomain transcription factor expressed in distinct subsets of neurons in the embryonic and post-embryonic CNS. It regulates neuronal development and differentiation at least in part via repressing the expression of HGTX. It contributes to neuronal specification and differentiation, specifically axonal pathfinding and axongenesis.
FBgn0039370	CG4956	-	-	Contributions welcome.
FBgn0036597	CG4962	-	-	Contributions welcome.
FBgn0035936	Tsp66E	Tetraspanin 66E	20190314	Tetraspanin 66E (Tsp66E) encodes a tetraspanin, which spans the membrane four times. When the products of both Tsp66E and Tsp74F are removed, this results in defects in actin polarization, endocytosis, and distribution of the integrin subunit encoded by if during oogenesis.
FBgn0053477	CG33477	-	-	Contributions welcome.
FBgn0039634	alpha-Man-Ib	alpha-Mannosidase class I b	-	Contributions welcome.
FBgn0053500	CG33500	-	-	Contributions welcome.
FBgn0031920	CG6441	-	-	Contributions welcome.
FBgn0262839	CG43203	-	-	Contributions welcome.
FBgn0039034	Or94b	Odorant receptor 94b	20190314	Odorant receptor 94b (Or94b) encodes a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0053630	CG33630	-	-	Contributions welcome.
FBgn0053631	CG33631	-	-	Contributions welcome.
FBgn0000241	bw	brown	20190307	brown (bw) encodes a member of the traffic ATPase (or ABC) family of membrane transporters. It is believed to heterodimerize with the product of w. bw and w are necessary to import guanine, a precursor for the red pteridine pigments, into pigment cells of the eyes, Malpighian tubules and testis sheath.
FBgn0001137	grk	gurken	20190307	gurken (grk) encodes a TGFalpha family signaling ligand that activates the intracellular MAP kinase pathway via the the product of Egfr. The asymmetrical localization of grk mRNA is key for its function during oogenesis, to establish anterior-posterior and dorso-ventral axes in the egg and embryo.
FBgn0030664	CG8119	-	-	Contributions welcome.
FBgn0033165	CG11113	-	-	Contributions welcome.
FBgn0036687	CG6652	-	-	Contributions welcome.
FBgn0053752	CG33752	-	-	Contributions welcome.
FBgn0053702	CG33702	-	-	Contributions welcome.
FBgn0053703	CG33703	-	-	Contributions welcome.
FBgn0067903	IM18	Immune induced molecule 18	-	Contributions welcome.
FBgn0053654	CG33654	-	-	Contributions welcome.
FBgn0037195	CG11226	-	-	Contributions welcome.
FBgn0036923	CG17732	-	-	Contributions welcome.
FBgn0003741	tra	transformer	-	Contributions welcome.
FBgn0053258	CG33258	-	-	Contributions welcome.
FBgn0053873	His4:CG33873	His4:CG33873	-	Contributions welcome.
FBgn0027296	temp	tempura	20190919	tempura (temp) encodes a protein-prenyltransferase subunit that regulates Notch signaling.
FBgn0030159	CG9689	-	-	Contributions welcome.
FBgn0283680	IP3K2	Inositol 1,4,5-triphosphate kinase 2	20190307	Inositol 1,4,5-triphosphate kinase 2 (IP3K2) encodes a kinase that regulates calcium levels by influencing IP3 signaling.
FBgn0052817	CG32817	-	-	Contributions welcome.
FBgn0030880	CG6788	-	-	Contributions welcome.
FBgn0027575	GABA-B-R2	metabotropic GABA-B receptor subtype 2	-	Contributions welcome.
FBgn0020399	Mst89B	Mst89B	-	Contributions welcome.
FBgn0004580	Cbp53E	Calbindin 53E	20190307	Calbindin 53E (Cbp53E) encodes a 6 EF-hand domain-containing protein that regulates neuronal development.
FBgn0038902	CG6800	-	-	Contributions welcome.
FBgn0000206	boss	bride of sevenless	-	Contributions welcome.
FBgn0036834	CG6836	-	-	Contributions welcome.
FBgn0030157	CG1468	-	-	Contributions welcome.
FBgn0052088	sunn	sisters unbound	20190314	sisters unbound (sunn) encodes a chromosome protein involved in the meiotic sister chromatid cohesion pathway. It is required for sister centromere cohesion in both male and female meiosis and for maintenance of synaptonemal complexes and normal levels of homolog crossing-over in female meiosis.
FBgn0023215	Mnt	Mnt	20180920	Mnt (Mnt) encodes a protein that belongs to the basic-helic-loop-helix-zipper class of transcription factors, which form heterodimers with the protein encoded by Max. Mnt product acts as a repressor of transcription by recruiting a co-repressor complex to its genomic binding sites. It antagonizes cell growth promoting functions of the product encoded by Myc and its depletion produces flies with larger cells, increased weight, and decreased lifespan.
FBgn0031201	CG12446	-	-	Contributions welcome.
FBgn0004880	scrt	scratch	20190711	scratch (scrt) encodes a zinc finger C2H2 transcription factor involved in the negative regulation of genes promoting non-neuronal cell fates.
FBgn0037544	CG11035	-	-	Contributions welcome.
FBgn0050110	CG30110	-	-	Contributions welcome.
FBgn0033043	Or42b	Odorant receptor 42b	20190314	Odorant receptor 42b (Or42b) encodes a subunit of Skp, Cullin, F-box (SCF)-containing ubiquitin ligase complexes. It regulates centrosome duplication, chromatin condensation, cell cycle progression, cell polarity, dendrite pruning and endoreduplication.
FBgn0039250	Mink	Mitotic spindle and nuclear protein	-	Contributions welcome.
FBgn0024251	bbx	bobby sox	-	Contributions welcome.
FBgn0027586	CG5867	-	-	Contributions welcome.
FBgn0053927	CG33927	-	-	Contributions welcome.
FBgn0034473	Or56a	Odorant receptor 56a	20190314	Odorant receptor 56a (Or56a) encodes an olfactory receptor that functions in conjunction with the olfactory coreceptor encoded by Orco. The product of Or56a elicits a strong avoidance behavior in presence of the odor geosmin, a landmark of harmful microbes.
FBgn0005593	RpL7	Ribosomal protein L7	-	Contributions welcome.
FBgn0053922	CG33922	-	-	Contributions welcome.
FBgn0037003	CG18281	-	-	Contributions welcome.
FBgn0053869	His4:CG33869	His4:CG33869	-	Contributions welcome.
FBgn0031041	Pstk	Phosphoseryl tRNA kinase	-	Contributions welcome.
FBgn0001120	gnu	giant nuclei	20190307	giant nuclei (gnu) encodes a regulatory subunit of the PNG kinase complex, which regulates the levels of the protein encoded by CycB. Members of this complex are required maternally for the normal nuclear divisions of the syncytial embryo.
FBgn0033757	muskelin	muskelin	-	Contributions welcome.
FBgn0033749	achi	achintya	20190307	achintya (achi) encodes a homeodomain transcription factor (TGIF subclass) that is required along with homeodomain protein encoded by vis for meiotic division in spermatogenesis.
FBgn0030077	CG15365	-	-	Contributions welcome.
FBgn0086610	CG33342	HDC15381	-	Contributions welcome.
FBgn0087005	rtp	retinophilin	-	Contributions welcome.
FBgn0053792	CG33792	-	-	Contributions welcome.
FBgn0038804	CG10877	-	-	Contributions welcome.
FBgn0033693	CG13175	-	-	Contributions welcome.
FBgn0263512	Vsx2	Visual system homeobox 2	20190912	Visual system homeobox 2 (Vsx2) encodes a transcription factor involved in the development of the visual-system.
FBgn0038761	CG17190	-	-	Contributions welcome.
FBgn0002922	nau	nautilus	20190314	nautilus (nau) encodes a protein that belongs to the bHLH family of transcription factors. It is the unique Drosophila ortholog of the mammalian family of bHLH Myogenic Regulatory Factors. It is involved in somatic muscle myogenesis.
FBgn0264427	CG43845	-	-	Contributions welcome.
FBgn0053770	CG33770	-	-	Contributions welcome.
FBgn0053771	CG33771	-	-	Contributions welcome.
FBgn0034782	CG12490	-	-	Contributions welcome.
FBgn0053758	CG33758	-	-	Contributions welcome.
FBgn0266053	Patr-1	Protein associated with topo II related - 1	20190919	Protein associated with topo II related - 1 (Patr-1) encodes a P body component involved in mRNA decapping and regulation of synaptic growth at neuromuscular junctions.
FBgn0284442	Mcm3	Minichromosome maintenance 3	20190328	Minichromosome maintenance 3 (Mcm3) encodes a component of the MCM2-7 hexamer, which forms part of the CMG complex, together with the product of CDC45L and GINS proteins. The CMG complex is the main DNA helicase that functions during DNA replication.
FBgn0262583	CG43123	-	-	Contributions welcome.
FBgn0036688	Fit2	Fermitin 2	-	Contributions welcome.
FBgn0037751	topi	matotopetli	-	Contributions welcome.
FBgn0038986	sit	stuck in traffic	-	Contributions welcome.
FBgn0038309	Amt	Ammonium transporter	20190307	Ammonium transporter (Amt) encodes a protein required for ammonia detection.
FBgn0037419	Osi12	Osiris 12	-	Contributions welcome.
FBgn0039676	ppk20	pickpocket 20	-	Contributions welcome.
FBgn0015585	Acp63F	Accessory gland protein 63F	20190307	Accessory gland protein 63F (Acp63F) encodes a protein produced by the male accessory glands and transferred to females during mating.
FBgn0041147	ida	imaginal discs arrested	20190711	imaginal discs arrested (ida) encodes a ubiquitin ligase that regulates the mitotic metaphase/anaphase transition.
FBgn0031802	ppk7	pickpocket 7	-	Contributions welcome.
FBgn0034792	YME1L	YME1 like ATPase	20181018	YME1 like ATPase (YME1L) encodes an AAA protease localized at the mitochondrial inner membrane. It is involved in mitochondrial quality control and its loss causes male sterility, premature aging, and neuromuscular degenerative phenotypes.
FBgn0036783	CheA75a	Chemosensory protein A 75a	-	Contributions welcome.
FBgn0039642	CG11882	-	-	Contributions welcome.
FBgn0039592	CG14062	-	-	Contributions welcome.
FBgn0031037	CG14207	-	-	Contributions welcome.
FBgn0034071	CG8405	-	-	Contributions welcome.
FBgn0266708	Cep89	Centrosomal protein 89kDa	-	Contributions welcome.
FBgn0039641	CG14511	-	-	Contributions welcome.
FBgn0037630	Ir85a	Ionotropic receptor 85a	-	Contributions welcome.
FBgn0261532	cdm	cadmus	20190307	cadmus (cdm) encodes a member of the importin beta family of nucleocytoplasmic cargo shuttling proteins. It functions at the neuromuscular junction to maintain normal subsynaptic reticulum structure and presynaptic probability of release.
FBgn0051804	CG31804	-	-	Contributions welcome.
FBgn0259952	Sfp24Bb	Seminal fluid protein 24Bb	-	Contributions welcome.
FBgn0264556	Gr39a	Gustatory receptor 39a	20190307	Gustatory receptor 39a (Gr39a) encodes a member of the gustatory receptors and is expressed in gustatory sensilla receptor neurons. They detect tastants (non-volatile compounds) via contact chemosensation.
FBgn0036915	Prp3	Precursor RNA processing 3	20190801	Precursor RNA processing 3 (Prp3) encodes a protein that regulates chromatin silencing.
FBgn0266709	Zmynd10	Zinc finger MYND-type containing 10	-	Contributions welcome.
FBgn0035068	CG12849	-	-	Contributions welcome.
FBgn0053337	CG33337	-	-	Contributions welcome.
FBgn0053645	CG33645	-	-	Contributions welcome.
FBgn0032636	CG5043	-	-	Contributions welcome.
FBgn0034592	CG9406	-	-	Contributions welcome.
FBgn0261353	Ccdc56	Coiled-coil domain containing 56	20190307	Coiled-coil domain containing 56 (Ccdc56) encodes a small mitochondrial protein required for cytochrome c oxidase assembly and function.
FBgn0266710	hog	hog	20190307	hog (hog) encodes a short protein required for centripetal follicle cell migration and eggshell formation. It may play a role in modulating transcriptional fidelity in the early embryo.
FBgn0038213	CG9624	-	-	Contributions welcome.
FBgn0027497	Madm	MLF1-adaptor molecule	-	Contributions welcome.
FBgn0029959	Rab39	Rab39	-	Contributions welcome.
FBgn0036877	CG9452	-	-	Contributions welcome.
FBgn0039840	pHCl-2	pH-sensitive chloride channel 2	20190801	pH-sensitive chloride channel 2 (pHCl-2) encodes a channel involved in chloride transmembrane transport and renal water transport regulation.
FBgn0032516	Ing5	Inhibitor of growth family member 5	20190307	Inhibitor of growth family member 5 (Ing5) encodes a histone acetyltransferase that forms part of the Enok complex, which interacts with the product of elg1 to promote the G1/S transition via proliferating cell nuclear antigen (PCNA) unloading.
FBgn0264908	pHCl-1	pH-sensitive chloride channel 1	20190801	pH-sensitive chloride channel 1 (pHCl-1) encodes a protein involved in chloride transmembrane transport.
FBgn0053627	CG33627	-	-	Contributions welcome.
FBgn0053626	CG33626	-	-	Contributions welcome.
FBgn0265192	Snp	Snipper	20190314	Snipper (Snp) encodes a non-essential exonuclease in the DnaQ-H family.
FBgn0031216	Zir	Zizimin-related	20190711	Zizimin-related (Zir) encodes a Rho guanine nucleotide exchange factor involved in the cellular immune response.
FBgn0034910	CG4763	-	-	Contributions welcome.
FBgn0262733	Src64B	Src oncogene at 64B	20190314	Src oncogene at 64B (Src64B) encodes a Src family nonreceptor tyrosine kinase. It has many biological roles, including ring canal morphogenesis in oogenesis and the male germline, microfilament ring constriction during cellularization, and modulation of growth and apoptosis. Some of its roles overlap with those of the product of Src42A.
FBgn0010300	brat	brain tumor	20190307	brain tumor (brat) encodes a tumor suppressor that regulates proliferation in the brain. During neural stem cell division, it segregates into one daughter cell where it inhibits protein translation, preventing self-renewal and inducing differentiation. It also acts during oogenesis where it interacts with the products of nos and pum to suppress hb translation.
FBgn0032153	CG4537	-	-	Contributions welcome.
FBgn0035217	FucTD	alpha1,3-fucosyltransferase D	-	Contributions welcome.
